,well_id,results,chemical,date,units,qualifer,rl,latitude,longitude,well_type,well_depth_ft,top_of_screen_ft,screen_length_ft,source,source_name,other_names
7248,SD 826,1.0,AL,2008-05-15,UG/L,<,1.0,33.09117265,-116.8466656,DOMESTIC,,,,GAMA,SD 826,SD 826
7261,TUL1087,0.0,AL,2006-06-20,UG/L,ND,20.0,36.61057686,-119.099575551,DOMESTIC,,,,GAMA,TUL1087,TUL1087
7328,TUL948,0.0,AG,2006-04-26,UG/L,ND,5.0,35.9219309,-119.2512571,DOMESTIC,,,,GAMA,TUL948,TUL948
7360,TUL927,0.0,AG,2006-04-20,UG/L,ND,5.0,36.37206353,-118.8474935,DOMESTIC,,,,GAMA,TUL927,TUL927
7381,TUL994,0.0,AL,2006-05-17,UG/L,ND,20.0,36.11087646,-118.8220997,DOMESTIC,,,,GAMA,TUL994,TUL994
7421,TUL993,0.0,AG,2006-05-17,UG/L,ND,5.0,36.00726087,-118.8981507,DOMESTIC,,,,GAMA,TUL993,TUL993
7459,SD 842,1.0,AG,2008-05-28,UG/L,<,1.0,33.40793137,-117.2744892,DOMESTIC,,,,GAMA,SD 842,SD 842
7490,SD 921,1.0,AG,2008-12-10,UG/L,<,1.0,33.077730241,-117.164022498,DOMESTIC,,,,GAMA,SD 921,SD 921
7503,SD 945,1.0,AG,2009-01-06,UG/L,<,1.0,32.623188897,-116.415285021,DOMESTIC,,,,GAMA,SD 945,SD 945
7536,SD 886,1.0,AL,2008-06-18,UG/L,<,1.0,32.64357527,-116.4839405,DOMESTIC,,,,GAMA,SD 886,SD 886
7545,SD 853,1.0,AG,2008-06-03,UG/L,<,1.0,33.30749443,-117.23852099999999,DOMESTIC,,,,GAMA,SD 853,SD 853
7555,SD 831,1.0,AG,2008-05-20,UG/L,<,1.0,33.00724108,-116.82312079999998,DOMESTIC,,,,GAMA,SD 831,SD 831
7563,SD 943,1.0,AL,2008-12-18,UG/L,<,1.0,33.203120266,-116.738283835,DOMESTIC,,,,GAMA,SD 943,SD 943
7584,TUL1065,0.0,AL,2006-06-13,UG/L,ND,20.0,36.15372079,-119.4924939,DOMESTIC,,,,GAMA,TUL1065,TUL1065
7617,TUL968,54.8,AL,2006-05-11,UG/L,=,20.0,36.60155974,-119.2456253,DOMESTIC,,,,GAMA,TUL968,TUL968
7628,SD 833,1.0,AG,2008-05-22,UG/L,<,1.0,33.01761124,-116.9411884,DOMESTIC,,,,GAMA,SD 833,SD 833
7674,SD 866,1.0,AG,2008-06-11,UG/L,<,1.0,32.87316356,-116.87766540000001,DOMESTIC,,,,GAMA,SD 866,SD 866
7675,SD 866,0.5,ALACL,2008-06-11,UG/L,<,0.5,32.87316356,-116.87766540000001,DOMESTIC,,,,GAMA,SD 866,SD 866
7731,TUL1055,0.0,AL,2006-06-13,UG/L,ND,20.0,36.20336470000001,-119.4721303,DOMESTIC,,,,GAMA,TUL1055,TUL1055
7753,SD 808,1.0,AL,2008-05-01,UG/L,<,1.0,33.03454053,-116.8158417,DOMESTIC,,,,GAMA,SD 808,SD 808
7812,TUL916,71.8,AL,2006-04-19,UG/L,=,20.0,36.33979823,-119.0296388,DOMESTIC,,,,GAMA,TUL916,TUL916
7829,TUL984,0.0,AL,2006-05-17,UG/L,ND,20.0,36.08213405,-118.82771090000001,DOMESTIC,,,,GAMA,TUL984,TUL984
7837,TUL1041,63.7,AL,2006-05-24,UG/L,=,20.0,35.9507106,-119.25075829999999,DOMESTIC,,,,GAMA,TUL1041,TUL1041
7850,SD 906,1.0,AG,2008-12-03,UG/L,<,1.0,32.800537605,-116.640563501,DOMESTIC,,,,GAMA,SD 906,SD 906
7898,TUL1019,33.3,AL,2006-05-23,UG/L,=,20.0,36.58817325,-119.10250009999999,DOMESTIC,,,,GAMA,TUL1019,TUL1019
7909,SD 822,1.0,AG,2008-05-14,UG/L,<,1.0,33.10034971,-116.79004270000001,DOMESTIC,,,,GAMA,SD 822,SD 822
7991,TUL1011,0.0,AG,2006-05-24,UG/L,ND,5.0,35.93120946,-119.2751685,DOMESTIC,,,,GAMA,TUL1011,TUL1011
8014,SD 807,1.0,AG,2008-05-01,UG/L,<,1.0,32.97235031,-116.9114967,DOMESTIC,,,,GAMA,SD 807,SD 807
8100,TUL1066,0.0,AG,2006-06-13,UG/L,ND,5.0,36.20315614,-119.4731074,DOMESTIC,,,,GAMA,TUL1066,TUL1066
8109,TUL975,0.0,AG,2006-05-11,UG/L,ND,5.0,36.56569447,-119.229522,DOMESTIC,,,,GAMA,TUL975,TUL975
8148,TUL920,0.0,AG,2006-04-20,UG/L,ND,5.0,36.39056213,-118.8689027,DOMESTIC,,,,GAMA,TUL920,TUL920
8167,TUL1001,0.0,AG,2006-05-16,UG/L,ND,5.0,36.24484826,-118.78339150000001,DOMESTIC,,,,GAMA,TUL1001,TUL1001
8168,TUL1001,0.0,AL,2006-05-16,UG/L,ND,20.0,36.24484826,-118.78339150000001,DOMESTIC,,,,GAMA,TUL1001,TUL1001
8180,TUL1012,0.0,AG,2006-05-24,UG/L,ND,5.0,35.94996505,-119.25235430000001,DOMESTIC,,,,GAMA,TUL1012,TUL1012
8340,TUL1033,0.0,AG,2006-05-25,UG/L,ND,5.0,36.34451045,-119.45464380000001,DOMESTIC,,,,GAMA,TUL1033,TUL1033
8351,TUL921,0.0,AG,2006-04-20,UG/L,ND,5.0,36.38558148,-118.95471850000001,DOMESTIC,,,,GAMA,TUL921,TUL921
8359,TUL933,83.4,AL,2006-04-25,UG/L,=,20.0,36.21433771,-119.0268611,DOMESTIC,,,,GAMA,TUL933,TUL933
8371,SD 804,1.0,AL,2008-04-30,UG/L,<,1.0,33.01809601,-116.81754340000002,DOMESTIC,,,,GAMA,SD 804,SD 804
8395,SD 869,1.0,AG,2008-06-11,UG/L,<,1.0,32.8584105,-116.8699477,DOMESTIC,,,,GAMA,SD 869,SD 869
8431,MON171,5.0,AG,2011-06-21,UG/L,<,5.0,35.99807312,-121.1166949,DOMESTIC,,,,GAMA,MON171,MON171
8492,TUL981,0.0,AG,2006-05-16,UG/L,ND,5.0,36.10443846,-118.91048570000001,DOMESTIC,,,,GAMA,TUL981,TUL981
8525,SD 908,0.5,ALACL,2008-12-03,UG/L,<,0.5,32.727164844,-116.824200728,DOMESTIC,,,,GAMA,SD 908,SD 908
8553,TUL950,0.0,AG,2006-04-26,UG/L,ND,5.0,35.8586499,-119.251277,DOMESTIC,,,,GAMA,TUL950,TUL950
8561,SD 821,1.0,AL,2008-05-13,UG/L,<,1.0,33.083326,-116.71338600000001,DOMESTIC,,,,GAMA,SD 821,SD 821
8596,SD 937,5.09,AL,2008-12-18,UG/L,=,1.0,33.420303674,-116.829277081,DOMESTIC,,,,GAMA,SD 937,SD 937
8606,TUL937,0.0,AG,2006-04-26,UG/L,ND,5.0,36.17873495,-119.46562620000002,DOMESTIC,,,,GAMA,TUL937,TUL937
8741,TUL965,41.4,AL,2006-05-10,UG/L,=,20.0,36.61223085,-119.0121847,DOMESTIC,,,,GAMA,TUL965,TUL965
8833,TEH 900,0.0,AL,2005-05-26,UG/L,ND,,40.0515351,-122.10163999999999,DOMESTIC,,,,GAMA,TEH 900,Fox Street
8864,TEH 831,0.0,ACE,2005-05-18,UG/L,ND,,40.02658034,-122.08990443299999,DOMESTIC,,,,GAMA,TEH 831,Ricalia Lane
8908,TEH 852,0.0,AG,2005-05-18,UG/L,ND,,40.045256204,-122.092527728,DOMESTIC,,,,GAMA,TEH 852,Rue Jenny Lane
8973,TEH 890,0.0,AG,2005-06-01,UG/L,ND,,40.011981,-122.0811644,DOMESTIC,,,,GAMA,TEH 890,Sherman Street
8984,TEH 891,0.0,AG,2005-06-02,UG/L,ND,,40.038255799999995,-122.1058561,DOMESTIC,,,,GAMA,TEH 891,Logans Lane
9025,TEH 846,58.0,AL,2005-05-17,UG/L,=,,40.041650477,-122.092819051,DOMESTIC,,,,GAMA,TEH 846,Buena Vista Avenue
9051,TEH 755,0.0,AL,2005-05-04,UG/L,ND,,40.238915641999995,-122.240269301,DOMESTIC,,,,GAMA,TEH 755,Penneleme Road
9086,TEH 728,0.0,AG,2005-04-26,UG/L,ND,,40.04301429,-122.10861031200001,DOMESTIC,,,,GAMA,TEH 728,Butler Street
9156,TEH 848,0.0,ACE,2005-05-17,UG/L,ND,,40.030530354,-122.09715534,DOMESTIC,,,,GAMA,TEH 848,Tehama Vina Road
9178,TEH 727,0.0,AL,2005-04-26,UG/L,ND,,40.044052359,-122.107239749,DOMESTIC,,,,GAMA,TEH 727,Butler Street
9194,TEH 824,0.0,AL,2005-05-19,UG/L,ND,,40.033184331,-122.097262506,DOMESTIC,,,,GAMA,TEH 824,Reeves Road
9223,TEH 893,0.0,AG,2005-06-03,UG/L,ND,,40.0321833,-122.10972509999999,DOMESTIC,,,,GAMA,TEH 893,Tehama Vina Road
9234,TEH 818,0.0,ACE,2005-05-19,UG/L,ND,,40.036190344,-122.09619938200001,DOMESTIC,,,,GAMA,TEH 818,Sherwood Blvd.
9292,TEH 880,0.0,AG,2005-05-24,UG/L,ND,,40.0609284,-122.09133770000001,DOMESTIC,,,,GAMA,TEH 880,Shasta Blvd.
9349,TEH 843,0.0,ACE,2005-05-17,UG/L,ND,,40.012453489,-122.09106021299999,DOMESTIC,,,,GAMA,TEH 843,Sherman Street
9350,TEH 843,0.0,AG,2005-05-17,UG/L,ND,,40.012453489,-122.09106021299999,DOMESTIC,,,,GAMA,TEH 843,Sherman Street
9371,TEH 853,0.0,AG,2005-05-20,UG/L,ND,,40.033288564,-122.097156846,DOMESTIC,,,,GAMA,TEH 853,Sherwood Blvd.
9372,TEH 853,0.0,AL,2005-05-20,UG/L,ND,,40.033288564,-122.097156846,DOMESTIC,,,,GAMA,TEH 853,Sherwood Blvd.
9384,TEH 876,0.0,AG,2005-06-01,UG/L,ND,,40.0352875,-122.10571709999999,DOMESTIC,,,,GAMA,TEH 876,Marek Road
9430,TEH 814,0.0,ACE,2005-05-19,UG/L,ND,,40.031971137,-122.096136523,DOMESTIC,,,,GAMA,TEH 814,Sherwood Blvd.
9466,TEH 881,0.0,AL,2005-05-25,UG/L,ND,,40.0364759,-122.1069113,DOMESTIC,,,,GAMA,TEH 881,Marek Road
9478,TEH 785,0.0,AL,2005-05-17,UG/L,ND,,40.042188900999996,-122.092850914,DOMESTIC,,,,GAMA,TEH 785,Buena Vista Avenue
9558,TEH 774,0.0,AG,2005-04-27,UG/L,ND,,40.048054662,-122.11027105299999,DOMESTIC,,,,GAMA,TEH 774,Taft Street
9632,TEH 792,0.0,AL,2005-05-10,UG/L,ND,,40.19606273,-122.230177759,DOMESTIC,,,,GAMA,TEH 792,Crestview Drive
9644,TEH 817,0.0,AL,2005-05-18,UG/L,ND,,40.033559458,-122.104041585,DOMESTIC,,,,GAMA,TEH 817,Reeves Road
9698,TEH 647,0.0,ACE,2005-04-05,UG/L,ND,,40.285312291,-122.43235696100001,DOMESTIC,,,,GAMA,TEH 647,Austin Lane
9735,TEH 771,0.0,AG,2005-04-26,UG/L,ND,,40.293709278,-122.352821549,DOMESTIC,,,,GAMA,TEH 771,Brush Trail
9758,TEH 718,0.0,AG,2005-04-12,UG/L,ND,,40.309356851,-122.334291455,DOMESTIC,,,,GAMA,TEH 718,Quail Ridge Road
9794,TEH 689,0.0,AL,2005-04-19,UG/L,ND,,40.252205644,-122.213454254,DOMESTIC,,,,GAMA,TEH 689,W. Wallen Road
9805,TEH 700,0.0,AL,2005-04-14,UG/L,ND,,40.341875846,-122.348124197,DOMESTIC,,,,GAMA,TEH 700,Tabitha Court
9867,TEH 682,0.0,AG,2005-04-15,UG/L,ND,,40.278295236999995,-122.34952497399999,DOMESTIC,,,,GAMA,TEH 682,Centinita Lane
9880,TEH 791,0.0,AL,2005-05-10,UG/L,ND,,40.24401858,-122.21575090700001,DOMESTIC,,,,GAMA,TEH 791,South Wallen Road
9944,TEH 751,0.0,AL,2005-04-27,UG/L,ND,,40.239625055,-122.207242351,DOMESTIC,,,,GAMA,TEH 751,China Rapids Drive
9969,TEH 789,0.0,AG,2005-04-26,UG/L,ND,,40.28351438,-122.320624965,DOMESTIC,,,,GAMA,TEH 789,Hummingbird Lane
10031,TEH 695,0.0,AL,2005-04-12,UG/L,ND,,40.275709644,-122.350362859,DOMESTIC,,,,GAMA,TEH 695,Zephyr Crest Road
10054,TEH 798,0.0,AG,2005-05-03,UG/L,ND,,40.241190700000004,-122.2075605,DOMESTIC,,,,GAMA,TEH 798,China Rapids Drive
10055,TEH 798,0.0,AL,2005-05-03,UG/L,ND,,40.241190700000004,-122.2075605,DOMESTIC,,,,GAMA,TEH 798,China Rapids Drive
10135,TEH 693,0.0,AL,2005-04-21,UG/L,ND,,40.274036435999996,-122.412128583,DOMESTIC,,,,GAMA,TEH 693,Benson Road
10148,TEH 702,0.0,AG,2005-04-12,UG/L,ND,,40.302320682,-122.35427925,DOMESTIC,,,,GAMA,TEH 702,Quail Ridge Road
10174,TEH 723,0.0,AL,2005-04-26,UG/L,ND,,40.279696091999995,-122.343348731,DOMESTIC,,,,GAMA,TEH 723,Bass Pass Road
10186,TEH 733,0.0,AG,2005-04-21,UG/L,ND,,40.293390076,-122.414325401,DOMESTIC,,,,GAMA,TEH 733,Prentice Road
10207,TEH 764,0.0,ACE,2005-04-28,UG/L,ND,,40.248749289,-122.222646495,DOMESTIC,,,,GAMA,TEH 764,Sunburst Lane
10221,TEH 765,0.0,ACE,2005-05-12,UG/L,ND,,40.257494905,-122.470734311,DOMESTIC,,,,GAMA,TEH 765,Hwy 36 West
10222,TEH 765,0.0,AG,2005-05-12,UG/L,ND,,40.257494905,-122.470734311,DOMESTIC,,,,GAMA,TEH 765,Hwy 36 West
10252,TEH 692,0.0,ACE,2005-04-13,UG/L,ND,,40.279589299,-122.277507538,DOMESTIC,,,,GAMA,TEH 692,Happy Valley Trail
10266,TEH 724,0.0,AL,2005-04-20,UG/L,ND,,40.246149121,-122.22716563,DOMESTIC,,,,GAMA,TEH 724,Jellys Ferry
10283,TEH 779,200.0,AL,2005-04-26,UG/L,=,,40.280734964000004,-122.31872125,DOMESTIC,,,,GAMA,TEH 779,Hummingbird Lane
10318,TEH 734,0.0,AG,2005-04-21,UG/L,ND,,40.282034081999996,-122.320928414,DOMESTIC,,,,GAMA,TEH 734,Hummingbird Lane
10342,TEH 701,0.0,ACE,2005-04-14,UG/L,ND,,40.31202252,-122.407130438,DOMESTIC,,,,GAMA,TEH 701,Brincat Manor
10343,TEH 701,0.0,AL,2005-04-14,UG/L,ND,,40.31202252,-122.407130438,DOMESTIC,,,,GAMA,TEH 701,Brincat Manor
10386,TEH 828,0.0,ACE,2005-05-10,UG/L,ND,,40.251940085,-122.20880753899999,DOMESTIC,,,,GAMA,TEH 828,East Wallen Road
10394,TEH 659,0.0,AL,2005-04-07,UG/L,ND,,40.277882751,-122.32137786,DOMESTIC,,,,GAMA,TEH 659,Robinhood Lane
10419,TEH 678,0.0,AL,2005-04-12,UG/L,ND,,40.296169317,-122.297258791,DOMESTIC,,,,GAMA,TEH 678,Hooker Creek Road
10453,TEH 731,52.0,AL,2005-04-19,UG/L,=,,40.299007892,-122.368201482,DOMESTIC,,,,GAMA,TEH 731,Big Bear Lane
10478,TEH 671,0.0,AG,2005-04-13,UG/L,ND,,40.295089712,-122.269759455,DOMESTIC,,,,GAMA,TEH 671,Oxford Road
10479,TEH 671,0.0,AL,2005-04-13,UG/L,ND,,40.295089712,-122.269759455,DOMESTIC,,,,GAMA,TEH 671,Oxford Road
10524,TEH 690,0.0,AL,2005-04-19,UG/L,ND,,40.246132304,-122.213427007,DOMESTIC,,,,GAMA,TEH 690,W. Wallen Road
10550,TEH 807,0.0,AG,2005-05-11,UG/L,ND,,40.145517665999996,-122.350081266,DOMESTIC,,,,GAMA,TEH 807,Live Oak Road
10605,TEH 720,0.0,AG,2005-04-12,UG/L,ND,,40.298259913,-122.364546707,DOMESTIC,,,,GAMA,TEH 720,Quail Ridge Road
10635,TEH 856,0.0,ACE,2005-05-20,UG/L,ND,,40.178051025,-122.326357219,DOMESTIC,,,,GAMA,TEH 856,Urban Lane
10636,TEH 856,0.0,AL,2005-05-20,UG/L,ND,,40.178051025,-122.326357219,DOMESTIC,,,,GAMA,TEH 856,Urban Lane
10700,TEH 650,0.0,ACE,2005-04-05,UG/L,ND,,40.287558064,-122.32998154,DOMESTIC,,,,GAMA,TEH 650,Matlock Loop
10701,TEH 650,0.0,AG,2005-04-05,UG/L,ND,,40.287558064,-122.32998154,DOMESTIC,,,,GAMA,TEH 650,Matlock Loop
10716,TEH 745,0.0,AG,2005-04-28,UG/L,ND,,40.271921355,-122.258069304,DOMESTIC,,,,GAMA,TEH 745,Penner Drive
10717,TEH 745,0.0,AL,2005-04-28,UG/L,ND,,40.271921355,-122.258069304,DOMESTIC,,,,GAMA,TEH 745,Penner Drive
10804,TEH 889,0.0,ACE,2005-06-01,UG/L,ND,,40.237859,-122.36039479999998,DOMESTIC,,,,GAMA,TEH 889,Chisholm Circle
10805,TEH 889,0.0,AG,2005-06-01,UG/L,ND,,40.237859,-122.36039479999998,DOMESTIC,,,,GAMA,TEH 889,Chisholm Circle
10860,TEH 684,0.0,ACE,2005-04-15,UG/L,ND,,40.2889019,-122.279696,DOMESTIC,,,,GAMA,TEH 684,Hickman Lane
10871,TEH 855,0.0,AL,2005-05-20,UG/L,ND,,40.238004745,-122.209701097,DOMESTIC,,,,GAMA,TEH 855,China Rapids Drive
10942,TEH 794,50.0,AL,2005-05-11,UG/L,=,,40.248051154,-122.204865149,DOMESTIC,,,,GAMA,TEH 794,Oly Way
10961,TEH 675,0.0,ACE,2005-04-12,UG/L,ND,,40.29829713,-122.29756499700001,DOMESTIC,,,,GAMA,TEH 675,Hooker Creek Road
10969,TEH 744,0.0,AG,2005-05-03,UG/L,ND,,40.240176672,-122.207472668,DOMESTIC,,,,GAMA,TEH 744,China Rapids
11011,TEH 730,0.0,AG,2005-04-27,UG/L,ND,,40.24562434,-122.205625126,DOMESTIC,,,,GAMA,TEH 730,China Rapids Drive
11037,TEH 793,0.0,AG,2005-05-10,UG/L,ND,,40.330972043,-122.19768766,DOMESTIC,,,,GAMA,TEH 793,Saron Fruit Colony Road
11047,TEH 687,0.0,AG,2005-04-19,UG/L,ND,,40.266622907,-122.404960898,DOMESTIC,,,,GAMA,TEH 687,Rising Ridge Lane
11059,TEH 759,0.0,AG,2005-05-05,UG/L,ND,,40.254632614,-122.202601415,DOMESTIC,,,,GAMA,TEH 759,Brent Road
11158,TEH 696,0.0,AL,2005-04-19,UG/L,ND,,40.272875866999996,-122.388600016,DOMESTIC,,,,GAMA,TEH 696,South Lake Road
11165,TEH 790,0.0,ACE,2005-05-12,UG/L,ND,,40.2499198,-122.367194,DOMESTIC,,,,GAMA,TEH 790,Winans Road
11166,TEH 790,0.0,AG,2005-05-12,UG/L,ND,,40.2499198,-122.367194,DOMESTIC,,,,GAMA,TEH 790,Winans Road
11208,TEH 694,0.0,AG,2005-04-21,UG/L,ND,,40.296337035,-122.402760839,DOMESTIC,,,,GAMA,TEH 694,Benson Road
11209,TEH 694,0.0,AL,2005-04-21,UG/L,ND,,40.296337035,-122.402760839,DOMESTIC,,,,GAMA,TEH 694,Benson Road
11225,TEH 802,0.0,ACE,2005-05-20,UG/L,ND,,40.270462693,-122.201655315,DOMESTIC,,,,GAMA,TEH 802,River Heights Drive
11259,TEH 806,0.0,AG,2005-05-20,UG/L,ND,,40.333492131999996,-122.199986854,DOMESTIC,,,,GAMA,TEH 806,Emerson Road
11273,TEH 649,0.0,AG,2005-04-05,UG/L,ND,,40.279308599000004,-122.333109832,DOMESTIC,,,,GAMA,TEH 649,Matlock Loop
11306,TEH 761,0.0,ACE,2005-05-10,UG/L,ND,,40.251150497,-122.21294369799999,DOMESTIC,,,,GAMA,TEH 761,West Wallen Road
11307,TEH 761,0.0,AL,2005-05-10,UG/L,ND,,40.251150497,-122.21294369799999,DOMESTIC,,,,GAMA,TEH 761,West Wallen Road
11319,TEH 697,0.0,ACE,2005-04-14,UG/L,ND,,40.300949573000004,-122.436518228,DOMESTIC,,,,GAMA,TEH 697,Kahn Road
11342,TEH 677,0.0,ACE,2005-04-13,UG/L,ND,,40.289900052,-122.273124566,DOMESTIC,,,,GAMA,TEH 677,Snively Road
11377,YUB 313,10.0,AG,2002-05-29,UG/L,<,,39.045796032,-121.56501870299999,DOMESTIC,,,,GAMA,YUB 313,Dye Road
11401,YUB 315,10.0,AG,2002-05-13,UG/L,<,,39.04903667,-121.564311388,DOMESTIC,,,,GAMA,YUB 315,Simeroth Lane
11402,YUB 315,71.0,AL,2002-05-13,UG/L,=,,39.04903667,-121.564311388,DOMESTIC,,,,GAMA,YUB 315,Simeroth Lane
11420,YUB 277,214.0,AL,2002-05-20,UG/L,=,,39.188155984,-121.59036767200001,DOMESTIC,,,,GAMA,YUB 277,Saddleback Drive
11440,YUB 227,59.0,AL,2002-05-14,UG/L,=,,39.124835483000005,-121.452513501,DOMESTIC,,,,GAMA,YUB 227,N Beale Road
11604,YUB 314,10.0,AG,2002-05-23,UG/L,<,,39.050337932,-121.568124009,DOMESTIC,,,,GAMA,YUB 314,David Lane
11651,YUB 317,131.0,AL,2002-05-14,UG/L,=,,39.051965275,-121.555951654,DOMESTIC,,,,GAMA,YUB 317,4th Street
11668,YUB 288,149.0,AL,2002-05-14,UG/L,=,,39.123443627,-121.45213133799999,DOMESTIC,,,,GAMA,YUB 288,N Beale Road
11692,YUB 303,10.0,AG,2002-05-13,UG/L,<,,39.222309688,-121.593096531,DOMESTIC,,,,GAMA,YUB 303,Shell Road
11702,YUB 286,126.0,AL,2002-05-29,UG/L,=,,39.4561165,-121.0353966,DOMESTIC,,,,GAMA,YUB 286,Mountain House Road
11743,YUB 210,72.0,AL,2002-05-03,UG/L,=,,39.269229485,-121.35805779799999,DOMESTIC,,,,GAMA,YUB 210,Township Road
11755,YUB 216,10.0,AG,2002-05-09,UG/L,<,,39.332165925,-121.27150588100001,DOMESTIC,,,,GAMA,YUB 216,Josselyn Hill
11809,YUB 283,10.0,AG,2002-04-30,UG/L,<,,39.321439641,-121.28153554200001,DOMESTIC,,,,GAMA,YUB 283,Monte Verde Lane
11869,YUB 214,54.0,AL,2002-04-29,UG/L,=,,39.318896586,-121.26211964299999,DOMESTIC,,,,GAMA,YUB 214,Emerald Way
11939,YUB 324P,10.0,AG,2002-01-09,UG/L,<,,39.02546254,-120.99867617,DOMESTIC,,,,GAMA,YUB 324P,Haywire Ranch Road
11966,YUB 207,276.0,AL,2002-05-23,UG/L,=,,39.265963125999995,-121.53964292,DOMESTIC,,,,GAMA,YUB 207,Ramirez Road
12008,YUB 296,38.0,AL,2002-04-29,UG/L,=,,39.353020433000005,-121.263514209,DOMESTIC,,,,GAMA,YUB 296,Antelope Trail
12028,YUB 213,10.0,AG,2002-04-30,UG/L,<,,39.374886409,-121.25583172600001,DOMESTIC,,,,GAMA,YUB 213,Quintera Way
12125,YUB 305,10.0,AG,2002-05-03,UG/L,<,,39.2038599,-121.29481299999999,DOMESTIC,,,,GAMA,YUB 305,Smartville Road
12134,YUB 325P,52.0,AL,2002-01-11,UG/L,=,,38.68535065,-120.64776450000001,DOMESTIC,,,,GAMA,YUB 325P,Sly Park Road
12184,YUB 263,10.0,AG,2002-05-08,UG/L,<,,39.025346998,-121.45200217600001,DOMESTIC,,,,GAMA,YUB 263,Dairy Road
12208,YUB 284,10.0,AG,2002-05-29,UG/L,<,,39.383093326,-121.12040081100001,DOMESTIC,,,,GAMA,YUB 284,Moonshine Road
12229,YUB 321P,10.0,AG,2002-01-07,UG/L,<,,38.6817833,-120.7533277,DOMESTIC,,,,GAMA,YUB 321P,Cottonwood Lane
12256,YUB 322P,10.0,AG,2002-01-08,UG/L,<,,38.79268108,-120.9043513,DOMESTIC,,,,GAMA,YUB 322P,Mountain View
12414,YUB 316,10.0,AG,2002-05-23,UG/L,<,,39.054726059000004,-121.55185583,DOMESTIC,,,,GAMA,YUB 316,Plumas Arboga Road
12468,YUB 273,10.0,AG,2002-05-28,UG/L,<,,39.519975653,-121.188634384,DOMESTIC,,,,GAMA,YUB 273,La Porte Road
12547,YUB 256,10.0,AG,2002-05-20,UG/L,<,,39.247886455999996,-121.49741166700001,DOMESTIC,,,,GAMA,YUB 256,Buena Vista
12638,YUB 308,10.0,AG,2002-04-26,UG/L,<,,39.290079688,-121.320519533,DOMESTIC,,,,GAMA,YUB 308,White Oak Lane
12648,YUB 292,49.0,AL,2002-04-30,UG/L,=,,39.373231241999996,-121.254230995,DOMESTIC,,,,GAMA,YUB 292,Quintera Way
12744,YUB 294,10.0,AG,2002-06-14,UG/L,<,,39.3149764,-121.27121068,DOMESTIC,,,,GAMA,YUB 294,Regent Way
12800,ED 451,1.0,AL,2003-04-24,UG/L,<,,38.72592835,-120.5774727,DOMESTIC,,,,GAMA,ED 451,MIRA BELLA
12821,ED 440,1.0,AG,2003-04-10,UG/L,<,,38.73119929,-120.858097,DOMESTIC,,,,GAMA,ED 440,RISING HILL ROAD
12831,ED 446,1.0,AL,2003-04-23,UG/L,<,,38.78612538,-120.90514909999999,DOMESTIC,,,,GAMA,ED 446,MOUNTAIN VIEW DRIVE
12867,ED 450,1.0,AL,2003-04-24,UG/L,<,,38.72948785,-120.71447409999999,DOMESTIC,,,,GAMA,ED 450,VERDE ROBLES
12949,ED 449,1.0,AG,2003-04-24,UG/L,<,,38.72569017,-120.5795817,DOMESTIC,,,,GAMA,ED 449,MIRA BELLA
12971,ED 659,1.0,ACE,2004-05-24,UG/L,<,,38.690327328,-120.658373923,DOMESTIC,,,,GAMA,ED 659,ALAMEDA ROAD
12986,ED 699,1.0,AL,2004-06-16,UG/L,<,,38.5007394,-121.1365659,DOMESTIC,,,,GAMA,ED 699,Bisbee Drive
13087,ED 552,1.0,AG,2004-05-05,UG/L,<,,38.654108522,-120.908181787,DOMESTIC,,,,GAMA,ED 552,LOST CREEK ROAD
13149,ED 640,1.0,AL,2004-05-21,UG/L,<,,38.606721070999996,-120.927686564,DOMESTIC,,,,GAMA,ED 640,FRENCH CREEK ROAD
13177,ED 647,1.0,ACE,2004-05-14,UG/L,<,,38.817687234,-121.016555133,DOMESTIC,,,,GAMA,ED 647,VIENNA DRIVE
13274,ED 427,1.0,AL,2003-04-02,UG/L,<,,38.72529288,-120.85162959999998,DOMESTIC,,,,GAMA,ED 427,JERICHO ROAD
13289,ED 433,1.0,AG,2003-04-01,UG/L,<,,38.72208595,-120.96047730000001,DOMESTIC,,,,GAMA,ED 433,TIFFANY HILL
13305,ED 492,1.0,ACE,2004-04-14,UG/L,<,,38.661932575,-120.83687077399999,DOMESTIC,,,,GAMA,ED 492,UNION MINE ROAD
13306,ED 492,1.0,AG,2004-04-14,UG/L,<,,38.661932575,-120.83687077399999,DOMESTIC,,,,GAMA,ED 492,UNION MINE ROAD
13323,ED 507,1.0,AL,2004-04-22,UG/L,<,,38.878780922,-120.97974012600001,DOMESTIC,,,,GAMA,ED 507,URBAN RETREAT
13331,ED 569,1.0,ACE,2004-04-26,UG/L,<,,38.621749382,-120.75453440700001,DOMESTIC,,,,GAMA,ED 569,SAND RIDGE ROAD
13372,ED 620,1.0,AG,2004-05-12,UG/L,<,,38.696413033,-120.960154515,DOMESTIC,,,,GAMA,ED 620,POACHING LANE
13373,ED 620,1.0,AL,2004-05-12,UG/L,<,,38.696413033,-120.960154515,DOMESTIC,,,,GAMA,ED 620,POACHING LANE
13388,ED 636,1.0,ACE,2004-05-19,UG/L,<,,38.924254307,-120.915461515,DOMESTIC,,,,GAMA,ED 636,ENGLISH LANE
