,well_id,results,chemical,date,units,qualifer,rl,latitude,longitude,well_type,well_depth_ft,top_of_screen_ft,screen_length_ft,source,source_name,other_names
469750,S9_REDBLS_RED11,1.0,AG,2019-02-27,UG/L,<,1.0,40.28697222,-122.33533333,MUNICIPAL,,,,USGS,S9_REDBLS_RED11,S9_REDBLS_RED11
469751,S9_REDBLS_RED11,3.0,AL,2019-02-27,UG/L,<,3.0,40.28697222,-122.33533333,MUNICIPAL,,,,USGS,S9_REDBLS_RED11,S9_REDBLS_RED11
469752,S9_REDBLS_RED11,0.008,ALACL,2019-02-27,UG/L,<,0.008,40.28697222,-122.33533333,MUNICIPAL,,,,USGS,S9_REDBLS_RED11,S9_REDBLS_RED11
469805,RICE-15,0.005,ALACL,2006-07-27,UG/L,<,0.005,39.47298889,-122.16428333,MUNICIPAL,35.0,25.0,5.0,USGS,RICE-15,RICE-15
469818,ANT-52,0.1,AG,2008-04-07,UG/L,<,0.1,34.62044444,-117.81427778,MUNICIPAL,300.0,200.0,100.0,USGS,ANT-52,ANT-52
469940,SFM-B2,0.06,ACETAMPHEN,2007-05-24,UG/L,<,0.06,37.63191667,-122.397,MUNICIPAL,74.0,54.0,10.0,USGS,SFM-B2,SFM-B2
469941,SFM-B2,19.4,AL,2007-05-24,UG/L,=,1.6,37.63191667,-122.397,MUNICIPAL,74.0,54.0,10.0,USGS,SFM-B2,SFM-B2
469964,NSAC-18,0.1,AG,2007-12-18,UG/L,<,0.1,40.20422222,-122.30180556,MUNICIPAL,240.0,0.0,0.0,USGS,NSAC-18,NSAC-18
470021,S6-MCAW-S01,1.0,AG,2016-10-19,UG/L,<,1.0,38.70577778,-120.94936111,MUNICIPAL,140.0,40.0,100.0,USGS,S6-MCAW-S01,S6-MCAW-S01
470136,KLAM-22,0.005,AG,2010-11-18,UG/L,<,0.005,40.94441667,-123.63247222,MUNICIPAL,44.0,0.0,0.0,USGS,KLAM-22,KLAM-22
470147,KLAM-22,0.02,AG,2015-10-08,UG/L,<,0.02,40.94441667,-123.63247222,MUNICIPAL,44.0,0.0,0.0,USGS,KLAM-22,KLAM-22
470184,NAMFP-06,4.8,AL,2005-04-06,UG/L,<,4.8,38.67825,-121.59441667,MUNICIPAL,815.0,0.0,0.0,USGS,NAMFP-06,NAMFP-06
470185,NAMFP-06,0.04,ALDICARB,2005-04-06,UG/L,<,0.04,38.67825,-121.59441667,MUNICIPAL,815.0,0.0,0.0,USGS,NAMFP-06,NAMFP-06
470213,TMARTU-01,0.06,ACETAMPHEN,2007-07-12,UG/L,<,0.06,39.30063889,-120.16269444,MUNICIPAL,900.0,140.0,760.0,USGS,TMARTU-01,TMARTU-01
470214,TMARTU-01,0.9,AL,2007-07-12,UG/L,<,1.6,39.30063889,-120.16269444,MUNICIPAL,900.0,140.0,760.0,USGS,TMARTU-01,TMARTU-01
470232,CUY-11,0.1,AG,2008-09-25,UG/L,<,0.1,34.69525,-119.32502778,MUNICIPAL,357.0,0.0,0.0,USGS,CUY-11,CUY-11
470233,CUY-11,0.006,ALACL,2008-09-25,UG/L,<,0.006,34.69525,-119.32502778,MUNICIPAL,357.0,0.0,0.0,USGS,CUY-11,CUY-11
470247,HR-PR-26,4.4,AL,2011-11-02,UG/L,<,2.2,33.0785,-117.16455556,MUNICIPAL,305.0,282.0,23.0,USGS,HR-PR-26,HR-PR-26
470274,YOL-14,0.06,17DIMETHYLX,2005-05-25,UG/L,<,0.06,38.55212818,-121.54217858,MUNICIPAL,1350.0,530.0,267.0,USGS,YOL-14,YOL-14
470275,YOL-14,0.04,ALBUTEROL,2005-05-25,UG/L,<,0.04,38.55212818,-121.54217858,MUNICIPAL,1350.0,530.0,267.0,USGS,YOL-14,YOL-14
470364,SDALLV-13,0.06,ACETAMPHEN,2004-07-15,UG/L,<,0.06,33.28544444,-117.37683333,MUNICIPAL,181.0,96.0,80.0,USGS,SDALLV-13,SDALLV-13
470382,CAMP-QV-11,0.01,AG,2010-09-13,UG/L,<,0.01,40.49733333,-121.90441667,MUNICIPAL,170.0,110.0,60.0,USGS,CAMP-QV-11,CAMP-QV-11
470395,S-MS-SC01,0.008,ALACL,2013-01-10,UG/L,<,0.008,36.9575,-122.07152778,MUNICIPAL,300.0,0.0,0.0,USGS,S-MS-SC01,S-MS-SC01
470415,LIV-02,0.1,AG,2008-08-25,UG/L,<,0.1,37.64444444,-121.89302778,MUNICIPAL,113.0,37.0,70.0,USGS,LIV-02,LIV-02
470427,S8_MOBS_R14,1.0,AG,2018-05-21,UG/L,<,1.0,34.49538056,-117.34300556,MUNICIPAL,720.0,495.0,205.0,USGS,S8_MOBS_R14,S8_MOBS_R14
470428,S8_MOBS_R14,3.0,AL,2018-05-21,UG/L,<,3.0,34.49538056,-117.34300556,MUNICIPAL,720.0,495.0,205.0,USGS,S8_MOBS_R14,S8_MOBS_R14
470460,MER-02,0.06,ACETAMPHEN,2006-03-29,UG/L,<,0.06,37.39238889,-120.70469444,MUNICIPAL,0.0,0.0,0.0,USGS,MER-02,MER-02
470461,MER-02,0.2,AG,2006-03-29,UG/L,<,0.2,37.39238889,-120.70469444,MUNICIPAL,0.0,0.0,0.0,USGS,MER-02,MER-02
470480,CUY-03,4.8,AL,2008-09-16,UG/L,<,1.6,34.85216667,-119.48388889,MUNICIPAL,0.0,0.0,0.0,USGS,CUY-03,CUY-03
470533,COLOR-13,0.006,ALACL,2007-11-27,UG/L,<,0.006,34.86927857,-114.64330734,MUNICIPAL,205.0,0.0,0.0,USGS,COLOR-13,COLOR-13
470573,TRCYFP-05,0.005,ALACL,2005-01-05,UG/L,<,0.005,37.74311111,-121.42480556,MUNICIPAL,990.0,490.0,490.0,USGS,TRCYFP-05,TRCYFP-05
470611,WS-U-02,2.6,AL,2010-06-10,UG/L,=,3.4,36.00813889,-119.96686111,MUNICIPAL,570.0,210.0,335.0,USGS,WS-U-02,WS-U-02
470637,KERN-41,0.06,17DIMETHYLX,2006-01-31,UG/L,<,0.06,35.79011111,-119.30338889,MUNICIPAL,1390.0,955.0,415.0,USGS,KERN-41,KERN-41
470658,CUY-04,0.02,24D,2008-09-17,UG/L,<,0.02,34.93402778,-119.60702778,MUNICIPAL,720.0,420.0,300.0,USGS,CUY-04,CUY-04
470736,SDALLV-03,2.5,AL,2014-05-02,UG/L,,2.2,32.657075,-117.07783611,MUNICIPAL,606.0,222.0,344.0,USGS,SDALLV-03,SDALLV-03
470765,MOJO-13,0.06,17DIMETHYLX,2008-02-11,UG/L,<,0.06,34.62030133,-117.60533602,MUNICIPAL,0.0,0.0,0.0,USGS,MOJO-13,MOJO-13
470786,HR-PR-13,0.008,ALACL,2011-09-14,UG/L,<,0.008,33.57669444,-116.99613889,MUNICIPAL,59.54,0.0,0.0,USGS,HR-PR-13,HR-PR-13
470828,TRCYFP-02,0.04,ALDICARB,2005-01-04,UG/L,<,0.04,37.75286111,-121.43475,MUNICIPAL,1148.0,337.0,791.0,USGS,TRCYFP-02,TRCYFP-02
470851,COAU-13,0.04,24D,2007-03-26,UG/L,<,0.04,33.79466667,-116.3575,MUNICIPAL,0.0,0.0,0.0,USGS,COAU-13,COAU-13
470852,COAU-13,0.005,ALACL,2007-03-26,UG/L,<,0.005,33.79466667,-116.3575,MUNICIPAL,0.0,0.0,0.0,USGS,COAU-13,COAU-13
470862,CAMP-QV-03,4.9,AL,2010-08-02,UG/L,,3.4,41.52408333,-120.67130556,MUNICIPAL,740.0,400.0,340.0,USGS,CAMP-QV-03,CAMP-QV-03
470895,HR-PR-20,2.2,AL,2011-10-04,UG/L,<,2.2,33.61138889,-117.51047222,MUNICIPAL,104.0,0.0,0.0,USGS,HR-PR-20,HR-PR-20
470896,HR-PR-20,0.008,ALACL,2011-10-04,UG/L,<,0.008,33.61138889,-117.51047222,MUNICIPAL,104.0,0.0,0.0,USGS,HR-PR-20,HR-PR-20
470935,SCRV-03,6.4,AL,2007-04-02,UG/L,<,1.6,34.15925,-119.07283333,MUNICIPAL,1023.0,443.0,560.0,USGS,SCRV-03,SCRV-03
470936,SCRV-03,0.005,ALACL,2007-04-02,UG/L,<,0.005,34.15925,-119.07283333,MUNICIPAL,1023.0,443.0,560.0,USGS,SCRV-03,SCRV-03
470967,WSAC-03,0.2,AG,2006-07-11,UG/L,<,0.2,39.93025,-122.17955556,MUNICIPAL,359.0,115.5,137.5,USGS,WSAC-03,WSAC-03
470985,WSAC-03,0.01,AG,2010-08-10,UG/L,<,0.01,39.93025,-122.17955556,MUNICIPAL,359.0,115.5,137.5,USGS,WSAC-03,WSAC-03
471068,LIV-05,0.008,ALACL,2008-10-28,UG/L,<,0.008,37.70158333,-121.80633333,MUNICIPAL,300.0,270.0,20.0,USGS,LIV-05,LIV-05
471162,CGOLD-01,0.06,17DIMETHYLX,2006-05-08,UG/L,<,0.06,37.15961111,-119.84691667,MUNICIPAL,1007.0,100.0,907.0,USGS,CGOLD-01,CGOLD-01
471163,CGOLD-01,0.2,AG,2006-05-08,UG/L,<,0.2,37.15961111,-119.84691667,MUNICIPAL,1007.0,100.0,907.0,USGS,CGOLD-01,CGOLD-01
471208,ANT-37,3.0,AL,2018-04-17,UG/L,<,3.0,34.8694234,-117.93506791,MUNICIPAL,700.0,270.0,420.0,USGS,ANT-37,ANT-37
471251,S4-TUSK-HLS19,0.02,AG,2014-12-18,UG/L,<,0.02,36.19133333,-118.79125,MUNICIPAL,485.0,320.0,165.0,USGS,S4-TUSK-HLS19,S4-TUSK-HLS19
471267,RED-MW-03,0.02,24D,2008-01-15,UG/L,<,0.02,40.44113889,-122.30155556,MUNICIPAL,200.0,170.0,30.0,USGS,RED-MW-03,RED-MW-03
471285,SIERRA-GL-01,0.06,17DIMETHYLX,2008-06-26,UG/L,<,0.06,35.67722222,-118.48938889,MUNICIPAL,280.0,160.0,120.0,USGS,SIERRA-GL-01,SIERRA-GL-01
471286,SIERRA-GL-01,0.1,AG,2008-06-26,UG/L,<,0.1,35.67722222,-118.48938889,MUNICIPAL,280.0,160.0,120.0,USGS,SIERRA-GL-01,SIERRA-GL-01
471306,CUY-06,0.3,AG,2008-09-17,UG/L,<,0.1,34.89425,-119.51991667,MUNICIPAL,800.0,640.0,160.0,USGS,CUY-06,CUY-06
471324,CUY-06,2.2,AL,2012-09-20,UG/L,<,2.2,34.89425,-119.51991667,MUNICIPAL,800.0,640.0,160.0,USGS,CUY-06,CUY-06
471355,BEAR-G03,0.06,17DIMETHYLX,2010-04-20,UG/L,<,0.06,34.25116667,-117.27552778,MUNICIPAL,300.0,0.0,0.0,USGS,BEAR-G03,BEAR-G03
471375,KLAM-38,0.005,AG,2010-12-14,UG/L,<,0.005,40.78802778,-122.77052778,MUNICIPAL,0.0,0.0,0.0,USGS,KLAM-38,KLAM-38
471408,S6-MCAW-C16,3.0,AL,2016-08-25,UG/L,<,3.0,38.62494444,-120.56969444,MUNICIPAL,130.0,53.0,77.0,USGS,S6-MCAW-C16,S6-MCAW-C16
471440,TULE-08,0.04,ALBUTEROL,2005-12-07,UG/L,<,0.04,35.96955556,-119.28377778,MUNICIPAL,810.0,340.0,470.0,USGS,TULE-08,TULE-08
471481,S6-MCAW-N05,3.0,AL,2016-11-30,UG/L,<,3.0,39.00330556,-121.26822222,MUNICIPAL,200.0,20.0,180.0,USGS,S6-MCAW-N05,S6-MCAW-N05
471501,S8_MOBS_R02,3.0,AG,2018-05-22,UG/L,<,1.0,34.501,-117.63555556,MUNICIPAL,795.0,0.0,0.0,USGS,S8_MOBS_R02,S8_MOBS_R02
471532,S10-ESJB-41,3.0,AL,2019-07-25,UG/L,<,3.0,38.05202778,-121.351,MUNICIPAL,,,,USGS,S10-ESJB-41,S10-ESJB-41
471605,SDALLV-05,2.6,AL,2014-05-01,UG/L,,2.2,33.29602778,-116.94555556,MUNICIPAL,582.0,234.0,279.0,USGS,SDALLV-05,SDALLV-05
471626,ESJFP-10:ESJDD-02,0.005,ALACL,2005-01-27,UG/L,<,0.005,38.00080556,-121.26866667,MUNICIPAL,540.0,200.0,320.0,USGS,ESJFP-10:ESJDD-02,ESJFP-10:ESJDD-02
471666,SUI-02,0.04,ALBUTEROL,2005-04-20,UG/L,<,0.04,38.24394444,-121.97002778,MUNICIPAL,0.0,0.0,0.0,USGS,SUI-02,SUI-02
471688,RED-13,0.12,ALDICARB,2007-11-20,UG/L,<,0.12,40.38444444,-122.34025,MUNICIPAL,431.0,80.0,330.0,USGS,RED-13,RED-13
471740,CUY-05,4.8,AL,2008-09-17,UG/L,<,1.6,34.94225,-119.67516667,MUNICIPAL,0.0,0.0,0.0,USGS,CUY-05,CUY-05
471761,SIERRA-V-01,1.6,AL,2008-08-27,UG/L,<,1.6,39.17897222,-120.21033333,MUNICIPAL,0.0,0.0,0.0,USGS,SIERRA-V-01,SIERRA-V-01
471773,LIVU-03,0.06,ACETAMPHEN,2008-08-27,UG/L,<,0.06,37.68830556,-121.87838889,MUNICIPAL,745.0,515.0,215.0,USGS,LIVU-03,LIVU-03
471792,LIVU-03,5.0,AG,2018-07-24,UG/L,<,1.0,37.68830556,-121.87838889,MUNICIPAL,745.0,515.0,215.0,USGS,LIVU-03,LIVU-03
471826,CD-13,0.04,ALBUTEROL,2009-11-16,UG/L,<,0.04,34.12166902,-116.01833429999999,MUNICIPAL,260.0,147.0,100.0,USGS,CD-13,CD-13
471859,BEAR-S05,3.4,AL,2010-04-28,UG/L,<,3.4,34.24819444,-116.86622222,MUNICIPAL,710.0,210.0,480.0,USGS,BEAR-S05,BEAR-S05
471886,CAMP-LU-05,2.3,AL,2010-07-22,UG/L,=,3.4,41.48905556,-120.53255556,MUNICIPAL,500.0,220.0,280.0,USGS,CAMP-LU-05,CAMP-LU-05
472001,MSSC-07,0.06,17DIMETHYLX,2005-08-23,UG/L,<,0.06,36.99191667,-121.95491667,MUNICIPAL,656.0,232.0,412.0,USGS,MSSC-07,MSSC-07
472050,WSAC-14,1.3,AL,2006-07-24,UG/L,<,1.6,39.2955,-122.12113889,MUNICIPAL,159.0,157.0,2.0,USGS,WSAC-14,WSAC-14
472051,WSAC-14,0.04,ALBUTEROL,2006-07-24,UG/L,<,0.04,39.2955,-122.12113889,MUNICIPAL,159.0,157.0,2.0,USGS,WSAC-14,WSAC-14
472067,RICE-11,0.2,AG,2006-07-25,UG/L,<,0.2,39.59475,-122.09411111,MUNICIPAL,35.0,25.0,5.0,USGS,RICE-11,RICE-11
472087,ESAC-34,0.15,ALDICARB,2006-08-17,UG/L,<,0.15,39.48599742,-121.75414229,MUNICIPAL,60.0,0.0,0.0,USGS,ESAC-34,ESAC-34
472104,ESAC-34,0.06,24D,2010-08-12,UG/L,<,0.06,39.48599742,-121.75414229,MUNICIPAL,60.0,0.0,0.0,USGS,ESAC-34,ESAC-34
472148,HR-PRFP-02,0.008,ALACL,2012-01-09,UG/L,<,0.008,32.77527778,-116.9085,MUNICIPAL,0.0,0.0,0.0,USGS,HR-PRFP-02,HR-PRFP-02
472160,HR-PR-05,0.008,ALACL,2011-08-24,UG/L,<,0.008,33.11641667,-116.60583333,MUNICIPAL,400.0,97.0,303.0,USGS,HR-PR-05,HR-PR-05
472179,S-MS-SV21,0.01,AG,2012-11-05,UG/L,,0.005,36.76547222,-121.72875,MUNICIPAL,240.0,200.0,40.0,USGS,S-MS-SV21,S-MS-SV21
472207,S5-YB-Y09,0.02,AG,2015-12-07,UG/L,<,0.02,39.37327778,-121.25422222,MUNICIPAL,205.0,0.0,0.0,USGS,S5-YB-Y09,S5-YB-Y09
472324,SDWARN-01,0.06,17DIMETHYLX,2005-04-27,UG/L,<,0.06,33.26466667,-116.71172222,MUNICIPAL,473.0,113.0,360.0,USGS,SDWARN-01,SDWARN-01
472372,ANT-33,0.006,ALACL,2008-02-13,UG/L,<,0.006,35.01355556,-117.73963889,MUNICIPAL,530.0,0.0,0.0,USGS,ANT-33,ANT-33
472397,ANT-33,6.0,AL,2018-04-17,UG/L,<,3.0,35.01355556,-117.73963889,MUNICIPAL,530.0,0.0,0.0,USGS,ANT-33,ANT-33
472426,ANT-23,0.008,ALACL,2012-02-13,UG/L,<,0.008,34.44569444,-117.84913889,MUNICIPAL,150.0,0.0,0.0,USGS,ANT-23,ANT-23
472446,MADCHOW-24,1.2,AL,2008-05-13,UG/L,<,1.6,37.01138889,-120.33616667,MUNICIPAL,294.0,244.0,50.0,USGS,MADCHOW-24,MADCHOW-24
472447,MADCHOW-24,0.12,ALDICARB,2008-05-13,UG/L,<,0.12,37.01138889,-120.33616667,MUNICIPAL,294.0,244.0,50.0,USGS,MADCHOW-24,MADCHOW-24
472485,MADCHOW-30,0.02,24D,2008-05-21,UG/L,<,0.02,36.98861111,-120.38444444,MUNICIPAL,388.0,0.0,0.0,USGS,MADCHOW-30,MADCHOW-30
472486,MADCHOW-30,0.1,AG,2008-05-21,UG/L,<,0.1,36.98861111,-120.38444444,MUNICIPAL,388.0,0.0,0.0,USGS,MADCHOW-30,MADCHOW-30
472501,SIERRA-ML-17,0.008,AG,2008-10-15,UG/L,<,0.008,38.35763889,-120.82691667,MUNICIPAL,245.0,100.0,145.0,USGS,SIERRA-ML-17,SIERRA-ML-17
472517,CD-01,0.06,17DIMETHYLX,2008-12-15,UG/L,<,0.06,34.27861374,-116.40945975,MUNICIPAL,384.0,144.0,240.0,USGS,CD-01,CD-01
472550,CD-07,0.008,ALACL,2009-10-05,UG/L,<,0.008,34.14066667,-116.2905,MUNICIPAL,740.0,470.0,250.0,USGS,CD-07,CD-07
472612,WS-04,0.008,ALACL,2010-06-08,UG/L,<,0.008,36.28495164,-119.94041502,MUNICIPAL,620.0,300.0,320.0,USGS,WS-04,WS-04
472723,SSV-QPC-06,0.02,AG,2014-03-11,UG/L,<,0.02,38.69416667,-121.36002778,MUNICIPAL,540.0,0.0,0.0,USGS,SSV-QPC-06,SSV-QPC-06
472751,SAM-10,0.06,17DIMETHYLX,2005-04-21,UG/L,<,0.06,38.51277778,-121.45163889,MUNICIPAL,278.0,156.0,6.0,USGS,SAM-10,SAM-10
472761,SAM-10,0.1,AG,2008-04-08,UG/L,<,0.1,38.51277778,-121.45163889,MUNICIPAL,278.0,156.0,6.0,USGS,SAM-10,SAM-10
472783,SAM-10,0.008,ALACL,2011-12-14,UG/L,<,0.008,38.51277778,-121.45163889,MUNICIPAL,278.0,156.0,6.0,USGS,SAM-10,SAM-10
472799,SAM-10,0.02,AG,2014-03-11,UG/L,<,0.02,38.51277778,-121.45163889,MUNICIPAL,278.0,156.0,6.0,USGS,SAM-10,SAM-10
472848,MSPR-03,0.005,ALACL,2005-07-28,UG/L,<,0.005,35.63933333,-120.64255556,MUNICIPAL,680.0,260.0,400.0,USGS,MSPR-03,MSPR-03
472884,MSMB-28,0.06,ACETAMPHEN,2005-08-03,UG/L,<,0.06,36.605,-121.63936111,MUNICIPAL,490.0,413.0,52.0,USGS,MSMB-28,MSMB-28
472917,MSMB-28,0.02,AG,2014-08-13,UG/L,<,0.02,36.605,-121.63936111,MUNICIPAL,490.0,413.0,52.0,USGS,MSMB-28,MSMB-28
472937,MSMBMW-01,0.005,ALACL,2005-09-21,UG/L,<,0.005,36.70488889,-121.65483333,MUNICIPAL,728.0,0.0,0.0,USGS,MSMBMW-01,MSMBMW-01
473008,CLABOC-01,4.2,AL,2016-07-27,UG/L,,3.0,33.77531667,-117.84464722,MUNICIPAL,1300.0,399.0,871.0,USGS,CLABOC-01,CLABOC-01
473019,WSAC-17,0.15,ALDICARB,2006-08-01,UG/L,<,0.15,38.85628859,-121.78663271,MUNICIPAL,260.0,230.0,30.0,USGS,WSAC-17,WSAC-17
473042,WSAC-17,0.008,ALACL,2010-08-09,UG/L,<,0.008,38.85628859,-121.78663271,MUNICIPAL,260.0,230.0,30.0,USGS,WSAC-17,WSAC-17
473066,WSAC-17,0.008,ALACL,2016-10-06,UG/L,<,0.008,38.85628859,-121.78663271,MUNICIPAL,260.0,230.0,30.0,USGS,WSAC-17,WSAC-17
473094,SBU-06,0.06,17DIMETHYLX,2011-02-15,UG/L,<,0.06,34.42725,-119.69355556,MUNICIPAL,464.0,280.0,184.0,USGS,SBU-06,SBU-06
473095,SBU-06,1.7,AL,2011-02-15,UG/L,<,1.7,34.42725,-119.69355556,MUNICIPAL,464.0,280.0,184.0,USGS,SBU-06,SBU-06
473116,KLAM-11,0.008,ALACL,2010-11-02,UG/L,<,0.008,41.37530556,-123.45136111,MUNICIPAL,89.0,49.0,40.0,USGS,KLAM-11,KLAM-11
473132,KLAM-11,2.2,AL,2013-10-30,UG/L,<,2.2,41.37530556,-123.45136111,MUNICIPAL,89.0,49.0,40.0,USGS,KLAM-11,KLAM-11
473146,KLAM-11,3.0,AL,2015-10-05,UG/L,<,3.0,41.37530556,-123.45136111,MUNICIPAL,89.0,49.0,40.0,USGS,KLAM-11,KLAM-11
473147,KLAM-11,0.008,ALACL,2015-10-05,UG/L,<,0.008,41.37530556,-123.45136111,MUNICIPAL,89.0,49.0,40.0,USGS,KLAM-11,KLAM-11
473162,HR-SC-04,1.7,AL,2011-03-30,UG/L,<,1.7,37.37680556,-122.257,MUNICIPAL,300.0,60.0,220.0,USGS,HR-SC-04,HR-SC-04
473179,HR-SC-24,1.7,AL,2011-05-04,UG/L,<,1.7,36.90108333,-121.59022222,MUNICIPAL,90.0,70.0,20.0,USGS,HR-SC-24,HR-SC-24
473199,S-MS-SV05,0.008,ALACL,2012-10-30,UG/L,<,0.008,36.57705556,-121.80333333,MUNICIPAL,500.0,160.0,320.0,USGS,S-MS-SV05,S-MS-SV05
473219,S5-YB-Y22,4.7,AL,2016-02-22,UG/L,,3.0,39.43575,-121.17019444,MUNICIPAL,140.0,100.0,40.0,USGS,S5-YB-Y22,S5-YB-Y22
473231,S6-MCAW-S13,1.0,AG,2016-08-10,UG/L,<,1.0,38.91525,-120.80447222,MUNICIPAL,175.0,0.0,0.0,USGS,S6-MCAW-S13,S6-MCAW-S13
473243,OV-10,0.2,AG,2006-09-13,UG/L,<,0.2,37.39327778,-118.56330556,MUNICIPAL,0.0,0.0,0.0,USGS,OV-10,OV-10
473244,OV-10,1.6,AL,2006-09-13,UG/L,<,1.6,37.39327778,-118.56330556,MUNICIPAL,0.0,0.0,0.0,USGS,OV-10,OV-10
473258,USAWB-11,0.04,ALDICARB,2006-12-13,UG/L,<,0.04,34.14930556,-117.25661111,MUNICIPAL,606.0,378.0,191.0,USGS,USAWB-11,USAWB-11
473295,OIWU-06,80.0,AL,2006-12-13,UG/L,<,1.6,35.66713611,-117.62760833,MUNICIPAL,0.0,0.0,0.0,USGS,OIWU-06,OIWU-06
473315,USAWS-15,0.06,ACETAMPHEN,2007-02-06,UG/L,<,0.06,33.73505556,-116.99161111,MUNICIPAL,328.0,0.0,0.0,USGS,USAWS-15,USAWS-15
473316,USAWS-15,0.005,ALACL,2007-02-06,UG/L,<,0.005,33.73505556,-116.99161111,MUNICIPAL,328.0,0.0,0.0,USGS,USAWS-15,USAWS-15
473409,ANT-15,0.06,ACETAMPHEN,2008-01-31,UG/L,<,0.06,34.785,-118.60930556,MUNICIPAL,680.0,0.0,0.0,USGS,ANT-15,ANT-15
473454,MADCHOW-12R,0.008,ALACL,2018-06-06,UG/L,<,0.008,37.13325,-120.48802778,MUNICIPAL,,,,USGS,MADCHOW-12R,MADCHOW-12R
473484,SIERRA-M-01,0.06,ACETAMPHEN,2008-07-30,UG/L,<,0.06,37.93122222,-120.37319444,MUNICIPAL,400.0,0.0,0.0,USGS,SIERRA-M-01,SIERRA-M-01
473485,SIERRA-M-01,0.1,AG,2008-07-30,UG/L,<,0.1,37.93122222,-120.37319444,MUNICIPAL,400.0,0.0,0.0,USGS,SIERRA-M-01,SIERRA-M-01
473505,SIERRA-ML-16,1.6,AL,2008-09-25,UG/L,<,1.6,37.68188889,-119.08675,MUNICIPAL,70.0,0.0,0.0,USGS,SIERRA-ML-16,SIERRA-ML-16
473537,MSMB-03,0.495,ACETAMPHEN,2005-08-31,UG/L,<,0.06,36.75819444,-121.80102778,MUNICIPAL,1364.0,1301.0,60.0,USGS,MSMB-03,MSMB-03
473550,MSMB-03,17.5,AL,2008-08-20,UG/L,,1.6,36.75819444,-121.80102778,MUNICIPAL,1364.0,1301.0,60.0,USGS,MSMB-03,MSMB-03
473599,TRCY-03,0.06,17DIMETHYLX,2005-01-06,UG/L,<,0.06,37.68341667,-121.44333333,MUNICIPAL,900.0,420.0,470.0,USGS,TRCY-03,TRCY-03
473617,TRCY-03,1.3,AL,2008-03-31,UG/L,<,1.6,37.68341667,-121.44333333,MUNICIPAL,900.0,420.0,470.0,USGS,TRCY-03,TRCY-03
473668,YOLFP-14,0.06,ACETAMPHEN,2005-04-27,UG/L,<,0.06,38.51941667,-121.98825,MUNICIPAL,320.0,0.0,0.0,USGS,YOLFP-14,YOLFP-14
473669,YOLFP-14,0.04,ALBUTEROL,2005-04-27,UG/L,<,0.04,38.51941667,-121.98825,MUNICIPAL,320.0,0.0,0.0,USGS,YOLFP-14,YOLFP-14
473688,YOL-02,0.06,ACETAMPHEN,2005-04-18,UG/L,<,0.06,38.57444444,-121.77038889,MUNICIPAL,110.0,0.0,0.0,USGS,YOL-02,YOL-02
473747,LUB-26,0.06,ACETAMPHEN,2009-12-09,UG/L,<,0.06,35.07236111,-115.38238889,MUNICIPAL,711.0,0.0,0.0,USGS,LUB-26,LUB-26
473776,DM-U-07,0.008,ALACL,2010-03-31,UG/L,<,0.008,36.88959444,-120.67016389,MUNICIPAL,550.0,530.0,20.0,USGS,DM-U-07,DM-U-07
473797,CAMP-SH-08,0.008,ALACL,2010-07-26,UG/L,<,0.008,41.43205556,-122.40005556,MUNICIPAL,0.0,0.0,0.0,USGS,CAMP-SH-08,CAMP-SH-08
473826,SB-18,0.008,ALACL,2011-02-10,UG/L,<,0.008,34.39416667,-119.45747222,MUNICIPAL,295.0,85.0,210.0,USGS,SB-18,SB-18
473871,CAMP-LU-15,0.008,ALACL,2015-08-18,UG/L,<,0.008,40.29391667,-121.23913889,MUNICIPAL,371.0,228.0,132.0,USGS,CAMP-LU-15,CAMP-LU-15
473902,SBU-03,0.008,ALACL,2011-01-24,UG/L,<,0.008,34.41911111,-119.69455556,MUNICIPAL,670.0,650.0,20.0,USGS,SBU-03,SBU-03
473948,HR-SG-25,0.008,ALACL,2011-07-27,UG/L,<,0.008,34.22052778,-117.42319444,MUNICIPAL,0.0,0.0,0.0,USGS,HR-SG-25,HR-SG-25
473967,HR-PR-09,1.7,AL,2011-08-31,UG/L,<,1.7,32.96230556,-116.58372222,MUNICIPAL,600.0,0.0,0.0,USGS,HR-PR-09,HR-PR-09
473983,S-MS-H18,0.005,AG,2013-01-30,UG/L,<,0.005,36.15530556,-121.01544444,MUNICIPAL,400.0,0.0,0.0,USGS,S-MS-H18,S-MS-H18
474039,S6-MCAW-C03,1.0,AG,2016-11-15,UG/L,<,1.0,38.59308333,-120.95805556,MUNICIPAL,300.0,52.0,248.0,USGS,S6-MCAW-C03,S6-MCAW-C03
474040,S6-MCAW-C03,3.0,AL,2016-11-15,UG/L,<,3.0,38.59308333,-120.95805556,MUNICIPAL,300.0,52.0,248.0,USGS,S6-MCAW-C03,S6-MCAW-C03
474063,MERFP-01,0.2,AG,2006-04-13,UG/L,<,0.2,37.17641667,-120.62663889,MUNICIPAL,368.0,208.0,84.0,USGS,MERFP-01,MERFP-01
474082,SOSAFP-09,0.06,17DIMETHYLX,2006-06-26,UG/L,<,0.06,35.10925,-118.59386111,MUNICIPAL,300.0,0.0,0.0,USGS,SOSAFP-09,SOSAFP-09
474083,SOSAFP-09,0.06,ACETAMPHEN,2006-06-26,UG/L,<,0.06,35.10925,-118.59386111,MUNICIPAL,300.0,0.0,0.0,USGS,SOSAFP-09,SOSAFP-09
